STEPS,U-CORRELATEDQ
77660,0.232910053325615
77692,0.213899821631333
77779,0.196202180927742
77949,0.325456160050873
77978,0.299089385950822
78010,0.274855636642933
78143,0.252004868728154
78232,0.231354207645719
78235,0.212863256948665
78257,0.195764057119575
78472,0.179231283234433
78610,0.16446274602928
78623,0.15139859529506
78637,0.139372577058555
78724,0.128084540573219
78737,0.202143887088564
78813,0.186099883100731
78900,0.171313432354921
78927,0.157745183709796
78987,0.145145925325227
79222,0.13946925872963
79297,0.128548872099785
79463,0.162997667546993
79550,0.155860769669324
79675,0.143390846042823
79723,0.132172642389939
79779,0.126998048027403
79964,0.116702639402494
80059,0.0520325048382126
80163,0.0479336295468897
80169,0.0442709137020429
80233,0.0408755092209674
80302,0.0377001228775526
80390,0.0366705069837252
80431,0.0338569561672983
80503,0.0312366629696328
80650,0.0288027191926581
80680,0.0266120093915276
80709,0.0245899667170413
80896,0.0226359789475907
81149,0.0641671573958682
81159,0.0593734898047202
81427,0.0545943978590806
81452,0.0505247760204028
81527,0.0487972526742126
81568,0.0454336095878034
81610,0.0420408745764576
81960,0.0410238564875591
81990,0.0766040208640604
82048,0.0709439518321844
82094,0.0657005619279545
82223,0.0607256883265066
82284,0.0562355745715593
82315,0.0525136632754091
82377,0.0506048975156084
82388,0.048761738049695
82488,0.0770444322253141
82683,0.0711470865694075
82705,0.0660080145239519
82825,0.0611320610688963
82874,0.0566936958821422
82887,0.0526295586807173
82905,0.0488518987723623
83000,0.0452601283396419
83242,0.0692778321734302
83400,0.0641677083787933
83427,0.0832493467774817
83479,0.0772872616503371
83566,0.0716962531769916
83766,0.045590014833877
83850,0.00300545035417699
83855,0.00279572562203256
83870,0.00260796425192567
83894,0.00242490827102415
83945,0.0022532703036795
83993,0.00209413868323693
84111,0.00179890013737705
84126,0.00167376839246458
84164,0.00155648051710955
84296,0.00310815629295647
84341,0.00245925464611574
84363,0.00228876656409227
84432,0.00212765114181934
84534,0.001976474955665
84598,0.00143892950326574
84661,0.00133842152037644
84680,0.00124647129414157
84693,0.00116105598815963
84820,0.00108687960500831
84953,0.00101743485151928
85086,0.000945295817071923
85098,0.000480692092395429
85171,0.00103413773163652
85237,0.000962842219095705
85314,0.00126729019162397
85331,0.041234795314864
85423,0.0383812818934537
85578,0.0354846744241542
85596,0.0331035615801838
85642,0.0308610384379122
85715,0.0287528706178364
85783,0.0267957010626709
86105,0.0246418711725589
86111,0.00708173144725066
86168,0.00660628167137034
86184,0.00616992346477474
86398,0.00719113299475183
86401,0.00672120312320246
86445,0.00627534224422988
86502,0.00591553614579965
86514,0.00552871262872046
86747,0.00513770009377978
86863,0.00479065760162811
86888,0.00447878063634022
86910,0.00418772197788186
86962,0.00466893394267132
87109,0.00457554485659628
87117,0.00428145305716754
87128,0.00400600704883303
87170,0.0039243829472646
87178,0.00370334843541897
87198,0.00363112120104603
87237,0.00339551652094627
87261,0.0031766659836876
